2.1165,3.8286
0.3705,1.7243
-0.3924,3.7026
-0.7905,-0.552
1.1828,-0.1221
2.732,0.7839
0.3773,0.5059
0.8329,1.2493
-0.1013,3.0469
0.0165,1.2679
0.2169,0.7811
1.3473,2.2078
-0.097,2.6002
0.8552,1.1345
1.6027,0.8356
0.4754,2.8105
0.5074,2.3958
-0.0289,1.0491
0.7814,-0.9397
1.5445,1.5536
0.1767,2.178
0.1142,2.5469
2.5932,2.2644
2.6087,2.5759
1.063,-1.3012
1.5691,4.0309
-1.4284,2.2366
0.3282,1.9463
0.3479,5.1758
2.4264,2.168
-0.4706,2.3664
0.5452,3.4813
0.6382,2.3833
0.5712,0.4191
1.9514,0.8413
0.6016,0.59
0.1874,1.2342
-0.3252,0.4827
1.3005,-1.6158
-0.5891,4.3144
1.2788,2.7757
1.5262,2.7065
1.4726,2.0485
1.0906,5.3237
1.3867,1.1902
0.9389,2.4529
0.3844,2.0053
1.4846,0.9642
2.3874,3.0141
1.0717,3.4971
-0.1331,2.7952
2.1278,2.9895
0.6123,-0.9384
2.4254,2.4405
0.9494,-2.0478
1.1913,2.6946
0.9571,2.1992
2.0802,0.7307
0.6876,1.9646
0.658,1.9105
1.6089,4.0135
2.8271,3.0861
1.1015,3.1474
1.0453,2.2208
2.5112,0.9937
1.4789,1.1569
0.5467,1.5993
1.8429,3.058
-0.2836,3.6851
1.0409,2.5554
1.522,3.6754
1.5242,3.4743
-0.4945,2.7955
3.1576,2.571
0.561,0.662
0.1229,2.7499
1.7647,3.5124
0.081,1.8971
2.0668,3.8358
2.0761,-1.2054
-1.371,0.1486
1.5694,2.4066
2.111,1.8663
1.9623,2.0032
-0.878,0.5785
0.8313,1.5024
2.0645,0.4197
0.73,1.6204
2.3034,2.9672
-1.0732,1.4229
0.2861,1.2714
2.1871,1.4262
0.6636,1.0275
2.1762,3.8779
1.7077,-0.3272
-0.5112,2.5535
1.7221,2.5908
1.4573,0.0598
1.5368,3.4491
0.9155,1.1094
0.2156,2.1568
0.2429,2.352
0.987,1.1527
1.7321,3.3526
0.4868,2.1223
0.052,1.1583
1.3379,0.1405
1.1909,-0.0779
1.3317,1.8457
1.7288,2.2064
1.2789,1.2149
1.6104,2.0197
1.1,2.3784
1.4407,1.2243
1.8061,2.3002
1.7298,0.2827
2.3678,1.2324
0.6443,0.2981
1.442,1.9399
0.0556,0.5585
0.5364,2.3845
1.2283,3.1994
-0.3489,2.3841
1.4781,2.1291
-0.6178,1.7875
1.6835,4.0478
-0.9443,1.8136
1.7596,2.7068
2.8155,0.5993
1.3452,3.5837
1.875,3.2848
0.8417,3.2591
0.2764,3.5845
0.4101,2.7261
2.4172,1.5806
1.2192,0.7778
-0.2725,3.2765
1.9315,0.338
0.7131,3.0578
1.7405,6.6036
0.9849,2.2651
1.9185,3.3802
1.5784,1.2052
0.8625,0.7326
1.5661,2.2935
0.6337,5.3128
1.2987,1.9827
1.1099,2.2547
1.5545,3.6448
0.0073,2.4882
1.6142,1.3555
0.3879,1.1829
-1.0117,2.6934
-0.8675,3.4287
2.2626,1.8097
1.5581,3.1068
0.2629,1.3348
3.4296,1.2631
1.7566,3.9438
0.1718,1.3142
0.403,-1.1224
2.9453,1.597
0.0223,0.16
0.8604,2.7268
0.5185,2.0203
1.7885,2.6634
0.3593,1.147
0.1469,5.0174
0.6334,3.6379
0.7065,-0.0583
1.2321,2.2515
-0.4395,2.8188
1.9597,3.9616
0.669,2.794
1.6282,2.9411
-0.737,0.5055
1.7448,2.248
1.7486,2.3558
1.1271,3.4129
1.1231,2.7003
0.4225,-0.4427
0.4429,3.298
-0.2638,1.6681
1.2066,2.0263
1.8489,2.9611
1.2492,0.88
0.1036,2.0982
0.0085,1.0814
0.0219,2.6924
1.594,3.9965
1.4661,-0.056
0.7487,1.8168
1.4533,2.7793
0.6464,2.1095
0.3661,2.9955
1.2425,2.151
2.3253,2.1253
0.4353,-0.1216
1.087,2.9589
-1.1759,-0.0877
