0.5839,0.065
1.3397,-0.5566
-0.8805,-0.7063
0.509,-0.934
0.7579,-2.7044
-0.4149,2.7653
-1.6965,-0.7952
1.0819,0.8709
0.306,-0.3178
-1.1467,-0.7979
0.9472,0.8205
-1.5095,-0.984
1.193,0.5167
0.5593,-0.1642
1.8845,-1.2796
-0.0339,-0.9861
0.1029,-0.0839
0.4772,2.1597
-0.2572,0.7077
1.3299,1.8789
0.6013,-0.3719
0.6471,2.3904
-0.4055,0.317
1.3635,0.5297
1.0146,1.1531
-1.9745,1.8539
-0.5421,-0.1479
-2.7275,-1.869
-0.2559,0.8529
-2.2477,-0.0752
-0.2456,0.0443
0.4664,-0.8206
-0.0936,0.3074
-0.8007,0.4875
0.7893,-0.6492
-0.434,-0.2466
-1.23,-0.0782
-1.5477,-0.4392
0.8154,-0.628
0.3812,-0.0398
-0.9994,0.645
-0.3753,1.5297
-0.3184,0.5406
1.6777,-1.3649
0.5211,0.4293
-0.682,-1.466
-0.5839,-0.1486
-1.4774,0.21
-0.5674,1.9551
0.1179,-1.2469
-1.1098,0.4575
-0.3833,0.9517
0.1278,-0.1838
1.3265,-0.3406
0.2633,-0.2627
0.5335,2.4546
0.1474,1.2013
-1.4966,0.5277
0.0665,-0.2209
-0.012,0.5472
0.3946,-0.7345
-1.1921,-0.3432
0.7817,-1.0962
1.0119,1.4874
-0.8266,0.0008
-0.0779,1.131
0.3974,-0.8132
1.4188,0.6508
-0.0972,0.9145
-1.9098,-0.6164
2.4903,0.698
-0.5983,-0.0097
-0.5074,1.6085
1.4686,-0.6462
-1.1275,-2.1465
0.7603,-1.1248
-0.0542,1.2286
-0.286,1.5179
1.4507,0.04
-0.5094,1.4471
-0.1991,-2.183
-1.0292,0.0138
-1.5294,-0.7575
0.2592,0.0167
-0.1571,-0.2133
0.9112,0.8474
-0.2896,-0.8531
-0.3155,-0.2659
0.0693,-0.6706
0.0746,1.2876
0.9494,-0.7223
-0.3404,0.4514
